"","workerId","conditionCE","conditionHeadN","level","arrayTraining","seenInTraining","participantText","compositionalAnswer","encodingCorrected","encodingCompositional","correctness","consonants","prepMGloss","prepRGloss"
"3832","A40","branching","head initial",4,"[2,[0,[[2,3]]]]","false","sosi moy tuntul rae sosi moy kanka","sosi moy tuntul rae sosi moy kanka","smtrsmk","smtrsmk",1,"tvsk","horiz","atop"
"3833","A40","branching","head initial",4,"[[[1,[1]],3],0]","false","vinkin rae vinkin moy kanka moy tuntul","vinkin rae vinkin moy kanka moy tuntul","vrvmkmt","vrvmkmt",1,"tvsk","horiz","atop"
"3834","A40","branching","head initial",4,"[[[1,[0]],[0]],1]","false","vinkin rae tuntul rae tuntul moy vinkin","vinkin rae tuntul rae tuntul moy vinkin","vrtrtmv","vrtrtmv",1,"tvsk","horiz","atop"
"3835","A40","branching","head initial",4,"[[[3,3],[0]],[2]]","false","kanka moy kanka rae tuntul rae sosi","kanka moy kanka rae tuntul rae sosi","kmkrtrs","kmkrtrs",1,"tvsk","horiz","atop"
"3900","A41","center-embedding","head final",1,"0","true","tuntul","tuntul","t","t",1,"tvsk","horiz","vert"
"3901","A41","center-embedding","head final",1,"1","true","vinkin","vinkin","v","v",1,"tvsk","horiz","vert"
"3902","A41","center-embedding","head final",1,"2","true","sosi","sosi","s","s",1,"tvsk","horiz","vert"
"3903","A41","center-embedding","head final",1,"3","true","kanka","kanka","k","k",1,"tvsk","horiz","vert"
"3904","A41","center-embedding","head final",2,"[3,3]","true","moy vinkin kanka","moy kanka kanka","mvk","mkk",0.666666666666667,"tvsk","horiz","vert"
"3905","A41","center-embedding","head final",2,"[1,3]","true","moy vinkin kanka","moy kanka vinkin","mvk","mkv",0.666666666666667,"tvsk","horiz","vert"
"3906","A41","center-embedding","head final",2,"[0,[1]]","true","rae vinkin tuntul","rae vinkin tuntul","rvt","rvt",1,"tvsk","horiz","vert"
"3907","A41","center-embedding","head final",2,"[3,[1]]","true","rae vinkin kanka","rae vinkin kanka","rvk","rvk",1,"tvsk","horiz","vert"
"3908","A41","center-embedding","head final",2,"[2,[1]]","true","rae vinkin sosi","rae vinkin sosi","rvs","rvs",1,"tvsk","horiz","vert"
"3909","A41","center-embedding","head final",2,"[2,1]","true","moy sosi vinkin","moy vinkin sosi","msv","mvs",0.666666666666667,"tvsk","horiz","vert"
"3910","A41","center-embedding","head final",2,"[0,0]","true","moy tuntul tuntul","moy tuntul tuntul","mtt","mtt",1,"tvsk","horiz","vert"
"3911","A41","center-embedding","head final",2,"[3,[0]]","true","rae tuntul kanka","rae tuntul kanka","rtk","rtk",1,"tvsk","horiz","vert"
"3912","A41","center-embedding","head final",2,"[2,2]","false","moy sosi sosi","moy sosi sosi","mss","mss",1,"tvsk","horiz","vert"
"3913","A41","center-embedding","head final",2,"[2,[3]]","false","rae kanka sosi","rae kanka sosi","rks","rks",1,"tvsk","horiz","vert"
"3914","A41","center-embedding","head final",2,"[0,[2]]","false","rae sosi tuntul","rae sosi tuntul","rst","rst",1,"tvsk","horiz","vert"
"3915","A41","center-embedding","head final",2,"[0,1]","false","moy tuntul vinkin","moy vinkin tuntul","mtv","mvt",0.666666666666667,"tvsk","horiz","vert"
"3916","A41","center-embedding","head final",3,"[[3,[3]],[2]]","true","rae rae sosi kanka kanka","rae rae sosi kanka kanka","rrskk","rrskk",1,"tvsk","horiz","vert"
"3917","A41","center-embedding","head final",3,"[2,[3,[0]]]","true","moy rae sosi tuntul kanka","moy rae tuntul kanka sosi","mrstk","mrtks",0.6,"tvsk","horiz","vert"
"3918","A41","center-embedding","head final",3,"[0,[[2,0]]]","true","rae moy sosi tuntul tuntul","rae moy tuntul sosi tuntul","rmstt","rmtst",0.8,"tvsk","horiz","vert"
"3919","A41","center-embedding","head final",3,"[[3,2],[0]]","true","rae moy tuntul kanka sosi","moy rae tuntul sosi kanka","rmtks","mrtsk",0.6,"tvsk","horiz","vert"
"3920","A41","center-embedding","head final",3,"[[1,[2]],[2]]","true","rae rae sosi sosi vinkin","rae rae sosi sosi vinkin","rrssv","rrssv",1,"tvsk","horiz","vert"
"3921","A41","center-embedding","head final",3,"[1,[3,[3]]]","true","moy rae vinkin kanka kanka","moy rae kanka kanka vinkin","mrvkk","mrkkv",0.6,"tvsk","horiz","vert"
"3922","A41","center-embedding","head final",3,"[[1,[2]],2]","true","rae moy sosi vinkin sosi","rae moy sosi sosi vinkin","rmsvs","rmssv",0.8,"tvsk","horiz","vert"
"3923","A41","center-embedding","head final",3,"[[0,3],[1]]","true","rae vinkin moy tuntul kanka","moy rae vinkin kanka tuntul","rvmtk","mrvkt",0.4,"tvsk","horiz","vert"
"3924","A41","center-embedding","head final",3,"[0,[[1,1]]]","false","rae moy vinkin vinkin tuntul","rae moy vinkin vinkin tuntul","rmvvt","rmvvt",1,"tvsk","horiz","vert"
"3925","A41","center-embedding","head final",3,"[[3,3],0]","false","moy moy kanka kanka tuntul","moy moy tuntul kanka kanka","mmkkt","mmtkk",0.6,"tvsk","horiz","vert"
"3926","A41","center-embedding","head final",3,"[[1,[1]],0]","false","moy rae vinkin vinkin tuntul","rae moy tuntul vinkin vinkin","mrvvt","rmtvv",0.4,"tvsk","horiz","vert"
"3927","A41","center-embedding","head final",3,"[[1,2],0]","false","moy vinkin sosi tuntul moy","moy moy tuntul sosi vinkin","mvstm","mmtsv",0.4,"tvsk","horiz","vert"
"3928","A41","center-embedding","head final",4,"[3,[2,[2,[3]]]]","false","moy moy rae kanka sosi kanka sosi","moy moy rae kanka sosi sosi kanka","mmrksks","mmrkssk",0.857142857142857,"tvsk","horiz","vert"
"3929","A41","center-embedding","head final",4,"[1,[[2,[2,1]]]]","false","rae moy moy sosi sosi vinkin vinkin","rae moy moy vinkin sosi sosi vinkin","rmmssvv","rmmvssv",0.714285714285714,"tvsk","horiz","vert"
"3930","A41","center-embedding","head final",4,"[[[3,1],[3]],3]","false","moy rae kanka kanka vinkin kanka kanka","moy rae moy kanka kanka vinkin kanka","mrkkvkk","mrmkkvk",0.714285714285714,"tvsk","horiz","vert"
"3931","A41","center-embedding","head final",4,"[0,[[3,[[1,1]]]]]","false","moy rae rae vinkin vinkin kanka tuntul","rae rae moy vinkin vinkin kanka tuntul","mrrvvkt","rrmvvkt",0.714285714285714,"tvsk","horiz","vert"
"3932","A41","center-embedding","head final",4,"[[[0,1],0],[2]]","false","rae moy moy sosi tuntul vinkin tuntul","moy moy rae sosi tuntul vinkin tuntul","rmmstvt","mmrstvt",0.714285714285714,"tvsk","horiz","vert"
"3933","A41","center-embedding","head final",4,"[[[2,0],1],2]","false","moy moy moy sosi tuntul vinkin sosi","moy moy moy sosi vinkin tuntul sosi","mmmstvs","mmmsvts",0.857142857142857,"tvsk","horiz","vert"
"3934","A41","center-embedding","head final",4,"[0,[3,[[0,[0]]]]]","false","moy rae rae tuntul tuntul tuntul kanka","moy rae rae tuntul tuntul kanka tuntul","mrrtttk","mrrttkt",0.857142857142857,"tvsk","horiz","vert"
"3935","A41","center-embedding","head final",4,"[[[2,[1]],[2]],[3]]","false","rae rae rae kanka sosi vinkin sosi","rae rae rae kanka sosi vinkin sosi","rrrksvs","rrrksvs",1,"tvsk","horiz","vert"
"3936","A41","center-embedding","head final",4,"[2,[0,[[2,3]]]]","false","moy rae moy sosi sosi kanka tuntul","moy rae moy kanka sosi tuntul sosi","mrmsskt","mrmksts",0.571428571428571,"tvsk","horiz","vert"
"3937","A41","center-embedding","head final",4,"[[[1,[1]],3],0]","false","moy rae moy vinkin vinkin kanka tuntul","rae moy moy tuntul kanka vinkin vinkin","mrmvvkt","rmmtkvv",0.428571428571429,"tvsk","horiz","vert"
"3938","A41","center-embedding","head final",4,"[[[1,[0]],[0]],1]","false","rae rae moy tuntul vinkin vinkin tuntul","rae rae moy vinkin tuntul tuntul vinkin","rrmtvvt","rrmvttv",0.714285714285714,"tvsk","horiz","vert"
"3939","A41","center-embedding","head final",4,"[[[3,3],[0]],[2]]","false","rae rae moy sosi tuntul kanka kanka","moy rae rae sosi tuntul kanka kanka","rrmstkk","mrrstkk",0.714285714285714,"tvsk","horiz","vert"
"4012","A42","center-embedding","head final",1,"0","true","titil","titil","t","t",1,"tvsk","under","atop"
"4013","A42","center-embedding","head final",1,"1","true","vuntun","vuntun","v","v",1,"tvsk","under","atop"
"4014","A42","center-embedding","head final",1,"2","true","silvil","silvil","s","s",1,"tvsk","under","atop"
"4015","A42","center-embedding","head final",1,"3","true","kaku","kaku","k","k",1,"tvsk","under","atop"
"4016","A42","center-embedding","head final",2,"[3,3]","true","moy kaku kaku","moy kaku kaku","mkk","mkk",1,"tvsk","under","atop"
"4017","A42","center-embedding","head final",2,"[1,3]","true","moy kaku vuntun","moy kaku vuntun","mkv","mkv",1,"tvsk","under","atop"
"4018","A42","center-embedding","head final",2,"[0,[1]]","true","rae vuntun titil","rae vuntun titil","rvt","rvt",1,"tvsk","under","atop"
"4019","A42","center-embedding","head final",2,"[3,[1]]","true","rae vuntun kaku","rae vuntun kaku","rvk","rvk",1,"tvsk","under","atop"
"4020","A42","center-embedding","head final",2,"[2,[1]]","true","rae vuntun silvil","rae vuntun silvil","rvs","rvs",1,"tvsk","under","atop"
"4021","A42","center-embedding","head final",2,"[2,1]","true","rae vuntun silvil","moy vuntun silvil","rvs","mvs",0.666666666666667,"tvsk","under","atop"
"4022","A42","center-embedding","head final",2,"[0,0]","true","moy titil titil","moy titil titil","mtt","mtt",1,"tvsk","under","atop"
"4023","A42","center-embedding","head final",2,"[3,[0]]","true","rae titil kaku","rae titil kaku","rtk","rtk",1,"tvsk","under","atop"
"4024","A42","center-embedding","head final",2,"[2,2]","false","rae silvil silvil","moy silvil silvil","rss","mss",0.666666666666667,"tvsk","under","atop"
"4025","A42","center-embedding","head final",2,"[2,[3]]","false","moy kaku silvil","rae kaku silvil","mks","rks",0.666666666666667,"tvsk","under","atop"
"4026","A42","center-embedding","head final",2,"[0,[2]]","false","rae silvil titil","rae silvil titil","rst","rst",1,"tvsk","under","atop"
"4027","A42","center-embedding","head final",2,"[0,1]","false","moy titil vuntun","moy vuntun titil","mtv","mvt",0.666666666666667,"tvsk","under","atop"
"4028","A42","center-embedding","head final",3,"[[3,[3]],[2]]","true","rae rae silvil kaku kaku","rae rae silvil kaku kaku","rrskk","rrskk",1,"tvsk","under","atop"
"4029","A42","center-embedding","head final",3,"[2,[3,[0]]]","true","moy rae titil kaku silvil","moy rae titil kaku silvil","mrtks","mrtks",1,"tvsk","under","atop"
"4030","A42","center-embedding","head final",3,"[0,[[2,0]]]","true","rae moy titil silvil titil","rae moy titil silvil titil","rmtst","rmtst",1,"tvsk","under","atop"
"4031","A42","center-embedding","head final",3,"[[3,2],[0]]","true","moy rae titil silvil kaku","moy rae titil silvil kaku","mrtsk","mrtsk",1,"tvsk","under","atop"
"4032","A42","center-embedding","head final",3,"[[1,[2]],[2]]","true","rae rae silvil silvil vuntun","rae rae silvil silvil vuntun","rrssv","rrssv",1,"tvsk","under","atop"
"4033","A42","center-embedding","head final",3,"[1,[3,[3]]]","true","moy rae kaku kaku vuntun","moy rae kaku kaku vuntun","mrkkv","mrkkv",1,"tvsk","under","atop"
"4034","A42","center-embedding","head final",3,"[[1,[2]],2]","true","rae moy silvil silvil vuntun","rae moy silvil silvil vuntun","rmssv","rmssv",1,"tvsk","under","atop"
"4035","A42","center-embedding","head final",3,"[[0,3],[1]]","true","moy rae vuntun silvil kaku","moy rae vuntun kaku titil","mrvsk","mrvkt",0.6,"tvsk","under","atop"
"4036","A42","center-embedding","head final",3,"[0,[[1,1]]]","false","rae vuntun vuntun titil titil","rae moy vuntun vuntun titil","rvvtt","rmvvt",0.6,"tvsk","under","atop"
"4037","A42","center-embedding","head final",3,"[[3,3],0]","false","moy kaku kaku titil kaku","moy moy titil kaku kaku","mkktk","mmtkk",0.6,"tvsk","under","atop"
"4038","A42","center-embedding","head final",3,"[[1,[1]],0]","false","moy rae vuntun vuntun titil","rae moy titil vuntun vuntun","mrvvt","rmtvv",0.4,"tvsk","under","atop"
"4039","A42","center-embedding","head final",3,"[[1,2],0]","false","moy moy vuntun silvil titil","moy moy titil silvil vuntun","mmvst","mmtsv",0.6,"tvsk","under","atop"
"4040","A42","center-embedding","head final",4,"[3,[2,[2,[3]]]]","false","moy rae kaku silvil kaku silvil kaku","moy moy rae kaku silvil silvil kaku","mrksksk","mmrkssk",0.714285714285714,"tvsk","under","atop"
"4041","A42","center-embedding","head final",4,"[1,[[2,[2,1]]]]","false","moy rae silvil silvil vuntun vuntun kaku","rae moy moy vuntun silvil silvil vuntun","mrssvvk","rmmvssv",0.285714285714286,"tvsk","under","atop"
"4042","A42","center-embedding","head final",4,"[[[3,1],[3]],3]","false","moy moy rae kaku kaku kaku vuntun","moy rae moy kaku kaku vuntun kaku","mmrkkkv","mrmkkvk",0.714285714285714,"tvsk","under","atop"
"4043","A42","center-embedding","head final",4,"[0,[[3,[[1,1]]]]]","false","rae rae vuntun vuntun kaku titil titil","rae rae moy vuntun vuntun kaku titil","rrvvktt","rrmvvkt",0.714285714285714,"tvsk","under","atop"
"4044","A42","center-embedding","head final",4,"[[[0,1],0],[2]]","false","rae rae rae silvil titil vuntun titil","moy moy rae silvil titil vuntun titil","rrrstvt","mmrstvt",0.714285714285714,"tvsk","under","atop"
"4045","A42","center-embedding","head final",4,"[[[2,0],1],2]","false","moy moy moy silvil titil vuntun silvil","moy moy moy silvil vuntun titil silvil","mmmstvs","mmmsvts",0.857142857142857,"tvsk","under","atop"
"4046","A42","center-embedding","head final",4,"[0,[3,[[0,[0]]]]]","false","moy rae titil titil titil silvil silvil","moy rae rae titil titil kaku titil","mrtttss","mrrttkt",0.571428571428571,"tvsk","under","atop"
"4047","A42","center-embedding","head final",4,"[[[2,[1]],[2]],[3]]","false","rae rae rae kaku silvil vuntun silvil","rae rae rae kaku silvil vuntun silvil","rrrksvs","rrrksvs",1,"tvsk","under","atop"
"4048","A42","center-embedding","head final",4,"[2,[0,[[2,3]]]]","false","moy rae rae silvil silvil kaku titil","moy rae moy kaku silvil titil silvil","mrrsskt","mrmksts",0.428571428571429,"tvsk","under","atop"
"4049","A42","center-embedding","head final",4,"[[[1,[1]],3],0]","false","moy rae vuntun vuntun kaku titil titil","rae moy moy titil kaku vuntun vuntun","mrvvktt","rmmtkvv",0.285714285714286,"tvsk","under","atop"
"4050","A42","center-embedding","head final",4,"[[[1,[0]],[0]],1]","false","rae rae moy titil titil vuntun vuntun","rae rae moy vuntun titil titil vuntun","rrmttvv","rrmvttv",0.714285714285714,"tvsk","under","atop"
"4051","A42","center-embedding","head final",4,"[[[3,3],[0]],[2]]","false","rae rae rae silvil titil kaku kaku","moy rae rae silvil titil kaku kaku","rrrstkk","mrrstkk",0.857142857142857,"tvsk","under","atop"
"4116","A43","center-embedding","head initial",1,"0","true","kuka","kuka","k","k",1,"ktvs","left","atop"
"4117","A43","center-embedding","head initial",1,"1","true","tultol","tultol","t","t",1,"ktvs","left","atop"
"4118","A43","center-embedding","head initial",1,"2","true","vinkin","vinkin","v","v",1,"ktvs","left","atop"
"4119","A43","center-embedding","head initial",1,"3","true","solsil","solsil","s","s",1,"ktvs","left","atop"
"4120","A43","center-embedding","head initial",2,"[3,3]","true","moy moy moy","solsil solsil moy","mmm","ssm",0.333333333333333,"ktvs","left","atop"
"4121","A43","center-embedding","head initial",2,"[1,3]","true","tultol solsil moy","tultol solsil moy","tsm","tsm",1,"ktvs","left","atop"
"4122","A43","center-embedding","head initial",2,"[0,[1]]","true","kuka tultol rae","kuka tultol rae","ktr","ktr",1,"ktvs","left","atop"
"4123","A43","center-embedding","head initial",2,"[3,[1]]","true","solsil tultol rae","solsil tultol rae","str","str",1,"ktvs","left","atop"
"4124","A43","center-embedding","head initial",2,"[2,[1]]","true","vinkin tultol rae","vinkin tultol rae","vtr","vtr",1,"ktvs","left","atop"
"4125","A43","center-embedding","head initial",2,"[2,1]","true","vinkin tultol moy","vinkin tultol moy","vtm","vtm",1,"ktvs","left","atop"
"4126","A43","center-embedding","head initial",2,"[0,0]","true","kuka kuka moy","kuka kuka moy","kkm","kkm",1,"ktvs","left","atop"
"4127","A43","center-embedding","head initial",2,"[3,[0]]","true","solsil kuka rae","solsil kuka rae","skr","skr",1,"ktvs","left","atop"
"4128","A43","center-embedding","head initial",2,"[2,2]","false","vinkin vinkin moy","vinkin vinkin moy","vvm","vvm",1,"ktvs","left","atop"
"4129","A43","center-embedding","head initial",2,"[2,[3]]","false","vinkin solsil rae","vinkin solsil rae","vsr","vsr",1,"ktvs","left","atop"
"4130","A43","center-embedding","head initial",2,"[0,[2]]","false","kuka vinkin rae","kuka vinkin rae","kvr","kvr",1,"ktvs","left","atop"
"4131","A43","center-embedding","head initial",2,"[0,1]","false","kuka tultol moy","kuka tultol moy","ktm","ktm",1,"ktvs","left","atop"
"4132","A43","center-embedding","head initial",3,"[[3,[3]],[2]]","true","solsil solsil vinkin rae rae","solsil solsil vinkin rae rae","ssvrr","ssvrr",1,"ktvs","left","atop"
"4133","A43","center-embedding","head initial",3,"[2,[3,[0]]]","true","vinkin solsil kuka rae moy","vinkin solsil kuka rae moy","vskrm","vskrm",1,"ktvs","left","atop"
"4134","A43","center-embedding","head initial",3,"[0,[[2,0]]]","true","kuka vinkin kuka moy rae","kuka vinkin kuka moy rae","kvkmr","kvkmr",1,"ktvs","left","atop"
"4135","A43","center-embedding","head initial",3,"[[3,2],[0]]","true","solsil vinkin kuka rae moy","solsil vinkin kuka rae moy","svkrm","svkrm",1,"ktvs","left","atop"
"4136","A43","center-embedding","head initial",3,"[[1,[2]],[2]]","true","tultol vinkin vinkin rae rae","tultol vinkin vinkin rae rae","tvvrr","tvvrr",1,"ktvs","left","atop"
"4137","A43","center-embedding","head initial",3,"[1,[3,[3]]]","true","tultol solsil solsil rae moy","tultol solsil solsil rae moy","tssrm","tssrm",1,"ktvs","left","atop"
"4138","A43","center-embedding","head initial",3,"[[1,[2]],2]","true","tultol vinkin vinkin moy rae","tultol vinkin vinkin moy rae","tvvmr","tvvmr",1,"ktvs","left","atop"
"4139","A43","center-embedding","head initial",3,"[[0,3],[1]]","true","kuka solsil tultol rae moy","kuka solsil tultol rae moy","kstrm","kstrm",1,"ktvs","left","atop"
"4140","A43","center-embedding","head initial",3,"[0,[[1,1]]]","false","kuka tultol tultol moy rae","kuka tultol tultol moy rae","kttmr","kttmr",1,"ktvs","left","atop"
"4141","A43","center-embedding","head initial",3,"[[3,3],0]","false","solsil solsil kuka moy moy","solsil solsil kuka moy moy","sskmm","sskmm",1,"ktvs","left","atop"
"4142","A43","center-embedding","head initial",3,"[[1,[1]],0]","false","tultol tultol kuka rae rae","tultol tultol kuka moy rae","ttkrr","ttkmr",0.8,"ktvs","left","atop"
"4143","A43","center-embedding","head initial",3,"[[1,2],0]","false","tultol vinkin kuka moy moy","tultol vinkin kuka moy moy","tvkmm","tvkmm",1,"ktvs","left","atop"
"4144","A43","center-embedding","head initial",4,"[3,[2,[2,[3]]]]","false","solsil solsil vinkin moy rae rae rae","solsil vinkin vinkin solsil rae moy moy","ssvmrrr","svvsrmm",0.428571428571429,"ktvs","left","atop"
"4145","A43","center-embedding","head initial",4,"[1,[[2,[2,1]]]]","false","tultol vinkin vinkin tultol moy rae rae","tultol vinkin vinkin tultol moy moy rae","tvvtmrr","tvvtmmr",0.857142857142857,"ktvs","left","atop"
"4146","A43","center-embedding","head initial",4,"[[[3,1],[3]],3]","false","solsil tultol solsil solsil rae moy moy","solsil tultol solsil solsil moy rae moy","stssrmm","stssmrm",0.857142857142857,"ktvs","left","atop"
"4147","A43","center-embedding","head initial",4,"[0,[[3,[[1,1]]]]]","false","kuka solsil tultol tultol moy moy rae","kuka solsil tultol tultol moy rae rae","ksttmmr","ksttmrr",0.857142857142857,"ktvs","left","atop"
"4148","A43","center-embedding","head initial",4,"[[[0,1],0],[2]]","false","kuka tultol kuka vinkin rae rae moy","kuka tultol kuka vinkin rae moy moy","ktkvrrm","ktkvrmm",0.857142857142857,"ktvs","left","atop"
"4149","A43","center-embedding","head initial",4,"[[[2,0],1],2]","false","vinkin kuka tultol vinkin moy moy moy","vinkin kuka tultol vinkin moy moy moy","vktvmmm","vktvmmm",1,"ktvs","left","atop"
"4150","A43","center-embedding","head initial",4,"[0,[3,[[0,[0]]]]]","false","kuka solsil kuka kuka rae moy moy","kuka solsil kuka kuka rae rae moy","kskkrmm","kskkrrm",0.857142857142857,"ktvs","left","atop"
"4151","A43","center-embedding","head initial",4,"[[[2,[1]],[2]],[3]]","false","vinkin tultol vinkin solsil rae rae rae","vinkin tultol vinkin solsil rae rae rae","vtvsrrr","vtvsrrr",1,"ktvs","left","atop"
"4152","A43","center-embedding","head initial",4,"[2,[0,[[2,3]]]]","false","vinkin kuka vinkin solsil rae moy rae","vinkin kuka vinkin solsil moy rae moy","vkvsrmr","vkvsmrm",0.714285714285714,"ktvs","left","atop"
"4153","A43","center-embedding","head initial",4,"[[[1,[1]],3],0]","false","tultol tultol solsil kuka rae rae moy","tultol tultol solsil kuka moy moy rae","ttskrrm","ttskmmr",0.714285714285714,"ktvs","left","atop"
"4154","A43","center-embedding","head initial",4,"[[[1,[0]],[0]],1]","false","tultol kuka kuka tultol rae rae moy","tultol kuka kuka tultol moy rae rae","tkktrrm","tkktmrr",0.714285714285714,"ktvs","left","atop"
"4155","A43","center-embedding","head initial",4,"[[[3,3],[0]],[2]]","false","solsil solsil kuka vinkin moy rae rae","solsil solsil kuka vinkin rae rae moy","sskvmrr","sskvrrm",0.714285714285714,"ktvs","left","atop"
"4204","A44","center-embedding","head final",1,"0","true","titil","titil","t","t",1,"tvsk","left","atop"
"4205","A44","center-embedding","head final",1,"1","true","vuntun","vuntun","v","v",1,"tvsk","left","atop"
"4206","A44","center-embedding","head final",1,"2","true","silvil","silvil","s","s",1,"tvsk","left","atop"
"4207","A44","center-embedding","head final",1,"3","true","kaku","kaku","k","k",1,"tvsk","left","atop"
"4208","A44","center-embedding","head final",2,"[3,3]","true","moy kaku kaku","moy kaku kaku","mkk","mkk",1,"tvsk","left","atop"
"4209","A44","center-embedding","head final",2,"[1,3]","true","moy kaku vuntun","moy kaku vuntun","mkv","mkv",1,"tvsk","left","atop"
"4210","A44","center-embedding","head final",2,"[0,[1]]","true","rae titil vuntun","rae vuntun titil","rtv","rvt",0.666666666666667,"tvsk","left","atop"
"4211","A44","center-embedding","head final",2,"[3,[1]]","true","rae kaku vuntun","rae vuntun kaku","rkv","rvk",0.666666666666667,"tvsk","left","atop"
"4212","A44","center-embedding","head final",2,"[2,[1]]","true","rae vuntun silvil","rae vuntun silvil","rvs","rvs",1,"tvsk","left","atop"
"4213","A44","center-embedding","head final",2,"[2,1]","true","moy vuntun silvil","moy vuntun silvil","mvs","mvs",1,"tvsk","left","atop"
"4214","A44","center-embedding","head final",2,"[0,0]","true","moy titil titil","moy titil titil","mtt","mtt",1,"tvsk","left","atop"
"4215","A44","center-embedding","head final",2,"[3,[0]]","true","rae titil kaku","rae titil kaku","rtk","rtk",1,"tvsk","left","atop"
"4216","A44","center-embedding","head final",2,"[2,2]","false","moy silvil silvil","moy silvil silvil","mss","mss",1,"tvsk","left","atop"
"4217","A44","center-embedding","head final",2,"[2,[3]]","false","rae kaku silvil","rae kaku silvil","rks","rks",1,"tvsk","left","atop"
"4218","A44","center-embedding","head final",2,"[0,[2]]","false","rae silvil titil","rae silvil titil","rst","rst",1,"tvsk","left","atop"
"4219","A44","center-embedding","head final",2,"[0,1]","false","moy vuntun titil","moy vuntun titil","mvt","mvt",1,"tvsk","left","atop"
"4220","A44","center-embedding","head final",3,"[[3,[3]],[2]]","true","rae rae silvil kaku kaku","rae rae silvil kaku kaku","rrskk","rrskk",1,"tvsk","left","atop"
"4221","A44","center-embedding","head final",3,"[2,[3,[0]]]","true","rae moy silvil titil kaku","moy rae titil kaku silvil","rmstk","mrtks",0.4,"tvsk","left","atop"
"4222","A44","center-embedding","head final",3,"[0,[[2,0]]]","true","moy rae titil titil silvil","rae moy titil silvil titil","mrtts","rmtst",0.6,"tvsk","left","atop"
"4223","A44","center-embedding","head final",3,"[[3,2],[0]]","true","rae moy titil silvil kaku","moy rae titil silvil kaku","rmtsk","mrtsk",0.8,"tvsk","left","atop"
"4224","A44","center-embedding","head final",3,"[[1,[2]],[2]]","true","rae rae vuntun silvil silvil","rae rae silvil silvil vuntun","rrvss","rrssv",0.6,"tvsk","left","atop"
"4225","A44","center-embedding","head final",3,"[1,[3,[3]]]","true","rae moy vuntun kaku kaku","moy rae kaku kaku vuntun","rmvkk","mrkkv",0.4,"tvsk","left","atop"
"4226","A44","center-embedding","head final",3,"[[1,[2]],2]","true","moy rae silvil silvil vuntun","rae moy silvil silvil vuntun","mrssv","rmssv",0.8,"tvsk","left","atop"
"4227","A44","center-embedding","head final",3,"[[0,3],[1]]","true","rae moy vuntun kaku titil","moy rae vuntun kaku titil","rmvkt","mrvkt",0.8,"tvsk","left","atop"
"4228","A44","center-embedding","head final",3,"[0,[[1,1]]]","false","moy rae vuntun vuntun titil","rae moy vuntun vuntun titil","mrvvt","rmvvt",0.8,"tvsk","left","atop"
"4229","A44","center-embedding","head final",3,"[[3,3],0]","false","moy moy titil kaku kaku","moy moy titil kaku kaku","mmtkk","mmtkk",1,"tvsk","left","atop"
"4230","A44","center-embedding","head final",3,"[[1,[1]],0]","false","moy rae titil vuntun vuntun","rae moy titil vuntun vuntun","mrtvv","rmtvv",0.8,"tvsk","left","atop"
"4231","A44","center-embedding","head final",3,"[[1,2],0]","false","moy moy titil silvil vuntun","moy moy titil silvil vuntun","mmtsv","mmtsv",1,"tvsk","left","atop"
"4232","A44","center-embedding","head final",4,"[3,[2,[2,[3]]]]","false","rae moy moy kaku silvil silvil kaku","moy moy rae kaku silvil silvil kaku","rmmkssk","mmrkssk",0.714285714285714,"tvsk","left","atop"
"4233","A44","center-embedding","head final",4,"[1,[[2,[2,1]]]]","false","rae moy moy vuntun silvil silvil vuntun","rae moy moy vuntun silvil silvil vuntun","rmmvssv","rmmvssv",1,"tvsk","left","atop"
"4234","A44","center-embedding","head final",4,"[[[3,1],[3]],3]","false","moy rae moy kaku kaku vuntun kaku","moy rae moy kaku kaku vuntun kaku","mrmkkvk","mrmkkvk",1,"tvsk","left","atop"
"4235","A44","center-embedding","head final",4,"[0,[[3,[[1,1]]]]]","false","rae rae moy vuntun vuntun kaku titil","rae rae moy vuntun vuntun kaku titil","rrmvvkt","rrmvvkt",1,"tvsk","left","atop"
"4236","A44","center-embedding","head final",4,"[[[0,1],0],[2]]","false","moy moy rae silvil titil vuntun titil","moy moy rae silvil titil vuntun titil","mmrstvt","mmrstvt",1,"tvsk","left","atop"
"4237","A44","center-embedding","head final",4,"[[[2,0],1],2]","false","moy moy moy silvil vuntun titil silvil","moy moy moy silvil vuntun titil silvil","mmmsvts","mmmsvts",1,"tvsk","left","atop"
"4238","A44","center-embedding","head final",4,"[0,[3,[[0,[0]]]]]","false","moy rae rae titil titil kaku titil","moy rae rae titil titil kaku titil","mrrttkt","mrrttkt",1,"tvsk","left","atop"
"4239","A44","center-embedding","head final",4,"[[[2,[1]],[2]],[3]]","false","rae rae rae kaku silvil vuntun silvil","rae rae rae kaku silvil vuntun silvil","rrrksvs","rrrksvs",1,"tvsk","left","atop"
"4240","A44","center-embedding","head final",4,"[2,[0,[[2,3]]]]","false","moy rae moy kaku silvil titil silvil","moy rae moy kaku silvil titil silvil","mrmksts","mrmksts",1,"tvsk","left","atop"
"4241","A44","center-embedding","head final",4,"[[[1,[1]],3],0]","false","rae moy moy titil kaku vuntun vuntun","rae moy moy titil kaku vuntun vuntun","rmmtkvv","rmmtkvv",1,"tvsk","left","atop"
